Began,Ended,Duration in Days,longitude,latitude,Affected sq km,Dead,Displaced
2007-08-10,2007-08-21,12.0,147.317,-6.69662,2710.34,2.0,5000.0
2007-08-10,2007-08-13,4.0,68.8257,26.0192,190121.71,35.0,0.0
2007-08-09,2007-08-12,4.0,118.719,36.3693,100076.79,26.0,70000.0
2007-08-08,2007-08-15,8.0,70.925,22.6824,133805.7,12.0,0.0
2007-08-08,2007-08-25,18.0,126.605,38.5299,31599.74,454.0,170000.0
2007-08-09,2007-08-13,5.0,147.398,-42.0045,22713.41,0.0,200.0
2007-08-08,2007-08-13,6.0,121.091,14.6726,4112.57,11.0,12000.0
2007-08-08,2007-08-12,5.0,7.3777,47.7229,30941.98,2.0,100.0
2007-08-08,2007-08-12,5.0,-64.4361,48.9549,432.859,1.0,140.0
2007-07-28,2007-08-10,14.0,128.141,-0.641493,1275.81,0.0,3000.0
2007-08-07,2007-09-05,30.0,-11.3224,16.5463,9447.72,2.0,15820.0
2007-08-05,2007-08-08,4.0,26.5834,43.5443,13953.52,8.0,0.0
2007-08-04,2007-10-21,79.0,11.7484,10.2921,630120.85,101.0,140000.0
2007-08-03,2007-08-27,25.0,86.1978,20.4525,15363.99,15.0,20000.0
2007-08-03,2007-08-17,15.0,108.198,12.3429,98228.2,74.0,10000.0
2007-08-01,2007-08-15,15.0,3.29858,6.958,5268.18,6.0,5000.0
2007-08-01,2007-08-03,3.0,-53.9843,47.1636,617.691,0.0,0.0
2007-07-29,2007-10-05,69.0,34.5,8.33141,714220.19,17.0,42000.0
2007-07-28,2007-08-01,5.0,-4.38647,11.4532,2435.09,0.0,2000.0
2007-07-27,2007-08-02,7.0,19.5753,-34.0906,20096.5,0.0,38000.0
2007-07-23,2007-10-02,72.0,84.0801,27.7772,56920.81,185.0,86000.0
2007-07-17,2007-08-10,25.0,127.277,54.005,20811.95,0.0,500.0
2007-07-25,2007-08-02,9.0,120.198,-3.27954,2399.1,15.0,2000.0
2007-07-23,2007-07-24,2.0,-72.2918,18.5499,123.795,4.0,300.0
2007-07-22,2007-07-25,4.0,97.5139,2.9614,7806.81,0.0,500.0
2007-07-22,2007-07-23,2.0,70.4416,40.7481,2114.19,11.0,0.0
2007-07-21,2007-07-30,10.0,-2.10193,52.072,24651.23,7.0,2100.0
2007-07-21,2007-10-15,87.0,91.2336,23.9164,150899.96,1071.0,5000000.0
2007-07-17,2007-07-30,14.0,121.488,-1.73966,4610.17,107.0,20000.0
2007-07-18,2007-08-13,27.0,100.164,24.0984,165133.85,170.0,10000.0
2007-07-18,2007-07-22,5.0,119.228,36.6842,96491.19,40.0,112600.0
2007-07-14,2007-08-03,21.0,88.212,43.0901,812726.21,29.0,38500.0
2007-07-16,2007-07-20,5.0,76.3115,10.3906,24124.3,44.0,35000.0
2007-07-15,2007-07-17,3.0,66.1314,34.5303,4112.52,9.0,0.0
2007-07-13,2007-07-16,4.0,130.895,31.6866,37729.72,5.0,40000.0
2007-07-12,2007-10-10,91.0,95.263,27.5773,103551.73,96.0,11100000.0
2007-07-10,2007-07-13,4.0,173.929,-35.8054,13659.31,0.0,600.0
2007-07-06,2007-07-11,6.0,37.1154,5.44555,19512.28,0.0,5800.0
2007-07-06,2007-08-01,27.0,95.3174,18.5242,119073.57,0.0,3000.0
2007-07-04,2007-07-12,9.0,130.729,32.8583,2673.23,2.0,10000.0
2007-07-03,2007-10-08,98.0,33.7714,12.9072,1590906.98,150.0,200000.0
2007-07-03,2007-09-22,82.0,88.4871,22.6315,517303.2,958.0,3000000.0
2007-06-27,2007-09-10,76.0,-75.5933,8.3753,69988.11,43.0,700000.0
2007-07-01,2007-07-13,13.0,72.2495,22.0231,398939.17,225.0,63000.0
2007-07-01,2007-07-06,6.0,77.5237,21.0263,106578.44,62.0,10000.0
2007-06-30,2007-07-13,14.0,81.8601,20.0539,248438.85,29.0,50000.0
2007-06-30,2007-07-02,3.0,107.174,21.2401,4852.46,3.0,0.0
2007-06-28,2007-07-22,25.0,71.8699,34.2749,29411.27,130.0,2000.0
2007-06-27,2007-06-29,3.0,52.2019,33.7535,10410.86,12.0,0.0
2007-06-27,2007-07-04,8.0,146.856,-37.9361,40946.27,1.0,300.0
2007-06-26,2007-07-23,28.0,-97.1657,32.8366,507778.21,8.0,5000.0
2007-06-26,2007-07-20,25.0,67.9025,25.2563,115766.52,280.0,400000.0
2007-06-24,2007-06-28,5.0,160.487,-9.55253,262.576,0.0,3000.0
2007-06-25,2007-07-03,9.0,-0.913693,53.8814,27719.5,6.0,30000.0
2007-06-24,2007-07-03,10.0,71.1407,35.2782,62335.91,113.0,4000.0
2007-06-23,2007-06-25,3.0,67.1351,24.9939,2215.04,230.0,0.0
2007-06-22,2007-07-04,13.0,78.1615,14.945,450564.36,127.0,200000.0
2007-06-19,2007-06-20,2.0,-74.9541,42.2316,6498.35,2.0,120.0
2007-06-18,2007-06-20,3.0,-84.0695,9.98183,2850.65,0.0,0.0
2007-06-18,2007-06-26,9.0,94.0189,26.2558,74887.52,15.0,200000.0
2007-06-16,2007-06-20,5.0,123.096,0.617594,1190.2,1.0,212.0
2007-06-17,2007-06-22,6.0,-97.3047,33.4497,34567.94,10.0,750.0
2007-06-16,2007-06-20,5.0,72.2258,34.9758,12117.23,22.0,500.0
2007-06-15,2007-06-18,4.0,85.8627,26.9485,2704.51,0.0,400.0
2007-06-15,2007-06-21,7.0,-0.759207,52.5232,23106.13,1.0,200.0
2007-06-07,2007-06-16,10.0,18.5781,-33.3273,9088.14,0.0,6000.0
2007-06-11,2007-06-24,14.0,91.9535,22.3975,77805.48,126.0,80000.0
2007-06-09,2007-06-09,1.0,7.72656,47.0599,913.758,3.0,0.0
2007-06-08,2007-06-13,6.0,151.375,-32.8654,11377.07,9.0,5000.0
2007-06-06,2007-08-17,73.0,112.355,26.2928,1916283.71,600.0,3170000.0
2007-06-06,2007-06-12,7.0,57.933,28.5367,372988.5,61.0,60000.0
2007-06-06,2007-06-14,9.0,-125.033,54.1789,204993.53,0.0,500.0
2007-06-01,2007-06-06,6.0,116.143,27.1976,168579.76,0.0,8000.0
2007-05-30,2007-05-31,2.0,-88.6205,13.3836,4514.95,4.0,0.0
2007-05-30,2007-06-03,5.0,-71.0538,19.5479,13536.47,11.0,20000.0
2007-05-27,2007-06-01,6.0,43.8014,39.4015,38494.75,13.0,0.0
2007-05-26,2007-05-28,3.0,-76.9287,21.3491,15430.0,2.0,3000.0
2007-05-25,2007-05-27,3.0,-0.472122,43.2956,3174.16,1.0,500.0
2007-05-22,2007-06-06,16.0,24.5016,42.5232,34006.05,2.0,0.0
2007-05-24,2007-05-26,3.0,107.778,30.2821,43534.36,43.0,112000.0
2007-05-24,2007-05-29,6.0,-98.6645,30.2434,341278.41,6.0,100.0
2007-05-23,2007-05-26,4.0,-4.21592,39.8941,212702.28,1.0,550.0
2007-05-15,2007-06-05,22.0,116.92,-0.1883,34345.89,4.0,60000.0
2007-05-19,2007-06-27,40.0,-75.4261,7.37836,29773.22,14.0,3000.0
2007-05-20,2007-05-21,2.0,105.414,26.8709,3206.71,3.0,0.0
2007-05-15,2007-06-14,31.0,39.7621,-3.59393,13866.05,5.0,8500.0
2007-05-14,2007-05-18,5.0,70.6001,36.5247,15491.94,34.0,0.0
2007-05-11,2007-06-13,34.0,85.8394,56.9372,427668.3,0.0,640.0
2007-05-13,2007-06-13,32.0,130.459,62.3364,378031.54,0.0,7000.0
2007-05-12,2007-05-13,2.0,35.4045,31.7119,319.734,4.0,21.0
2007-05-11,2007-05-21,11.0,100.339,17.2115,38377.29,0.0,1000.0
2007-05-06,2007-05-12,7.0,119.954,-1.07453,3358.16,2.0,14400.0
2007-05-04,2007-05-25,22.0,-55.8026,-32.7659,104127.85,2.0,12000.0
2007-05-06,2007-05-18,13.0,-95.2382,40.4342,642775.91,2.0,1000.0
2007-05-05,2007-05-07,3.0,68.8518,36.2949,25847.23,12.0,0.0
2007-05-04,2007-05-09,6.0,96.1313,16.9089,15666.7,5.0,0.0
2007-05-02,2007-05-07,6.0,80.0822,6.49467,3336.9,16.0,125000.0
2007-05-01,2007-05-07,7.0,99.6143,11.6526,5387.26,1.0,1000.0
2007-05-01,2007-05-25,25.0,114.779,-0.860079,40326.99,0.0,3000.0
2007-04-29,2007-05-01,3.0,38.3904,34.5237,1918.98,3.0,0.0
2007-04-29,2007-05-01,3.0,42.052,37.3217,2902.47,2.0,0.0
2007-04-26,2007-05-02,7.0,-75.2114,4.50308,1940.49,17.0,2000.0
2007-04-23,2007-05-04,12.0,70.7315,37.0063,27490.25,36.0,0.0
2007-04-21,2007-04-22,2.0,-2.92711,34.7979,9451.39,4.0,0.0
2007-04-21,2007-04-30,10.0,34.1741,0.424911,1102.54,0.0,2460.0
2007-04-19,2007-04-21,3.0,99.8018,39.3328,940.378,0.0,5500.0
2007-04-17,2007-04-25,9.0,73.8298,40.6305,17035.94,0.0,0.0
2007-04-17,2007-04-20,4.0,95.7374,4.72513,822.028,0.0,0.0
2007-04-17,2007-04-18,2.0,69.6682,35.2702,40765.63,6.0,0.0
2007-04-16,2007-04-20,5.0,69.4597,39.3482,66240.08,2.0,5000.0
2007-04-16,2007-05-03,18.0,121.217,-1.92539,3192.6,0.0,0.0
2007-04-15,2007-04-21,7.0,-72.189,42.3423,109079.09,9.0,0.0
2007-04-14,2007-04-18,5.0,117.444,-8.57837,863.938,0.0,0.0
2007-04-14,2007-04-15,2.0,99.6461,7.44412,290.124,38.0,0.0
2007-04-13,2007-04-15,3.0,4.2037,35.6376,7109.82,15.0,0.0
2007-04-10,2007-05-08,29.0,-104.281,53.3778,94680.09,0.0,700.0
2007-04-03,2007-04-08,6.0,-0.64878,41.6486,42036.42,1.0,280.0
2007-03-29,2007-03-31,3.0,173.985,-35.3521,4203.8,0.0,300.0
2007-03-20,2007-03-30,11.0,-71.7811,19.4139,4699.06,11.0,7800.0
2007-03-20,2007-04-27,39.0,-59.1204,-31.99,517032.24,12.0,65800.0
2007-03-23,2007-03-30,8.0,49.1341,16.5723,59874.59,36.0,600.0
2007-03-20,2007-03-31,12.0,74.2156,33.4819,68107.39,12.0,2000.0
2007-03-17,2007-03-22,6.0,124.71,-9.53717,1823.21,0.0,3000.0
2007-03-18,2007-04-05,19.0,64.8947,33.2456,656435.88,104.0,20000.0
2007-03-17,2007-03-19,3.0,-86.6007,13.9257,5759.2,2.0,0.0
2007-03-15,2007-03-26,12.0,49.9409,-14.8431,131716.7,80.0,30000.0
2007-03-11,2007-03-13,3.0,-97.9324,29.8672,11015.63,2.0,0.0
2007-03-09,2007-03-12,4.0,177.483,-17.7712,2552.4,5.0,0.0
2007-03-07,2007-03-11,5.0,3.37805,35.1559,53227.22,3.0,0.0
2007-03-06,2007-03-10,5.0,-86.5356,15.5787,11383.97,0.0,3000.0
2007-03-03,2007-03-05,3.0,28.2594,-31.8106,43137.0,5.0,0.0
2007-03-02,2007-03-16,15.0,131.919,-13.6718,184731.32,2.0,90.0
2007-03-01,2007-03-10,10.0,120.757,-8.56674,3222.43,43.0,11530.0
2007-02-08,2007-03-06,27.0,46.3425,-18.49,438826.47,7.0,33000.0
2007-02-03,2007-02-20,18.0,177.483,-17.7712,2552.4,1.0,900.0
2007-02-02,2007-02-16,15.0,29.4784,-1.73364,1342.82,10.0,500.0
2007-01-31,2007-02-22,23.0,106.828,-6.22483,4366.7,80.0,500000.0
2007-01-18,2007-03-20,62.0,-62.8825,-25.9842,518021.47,5.0,5000.0
2007-01-23,2007-02-15,24.0,141.474,-24.5074,1256487.0,0.0,0.0
2007-01-21,2007-02-10,21.0,-74.4608,-11.4745,124921.44,38.0,5000.0
2007-01-20,2007-03-10,50.0,32.5913,-10.6231,259566.5,2.0,10000.0
2007-01-17,2007-01-26,10.0,13.3551,-8.87421,1596.31,81.0,40000.0
2007-01-19,2007-01-23,5.0,138.489,-31.3591,661938.51,0.0,0.0
2007-01-15,2007-02-03,20.0,-90.0659,34.878,434387.22,24.0,0.0
2007-01-10,2007-05-01,112.0,-61.9602,-16.9738,801034.98,41.0,62687.0
2007-01-10,2007-05-10,121.0,24.3703,-12.9526,719319.21,11.0,250000.0
2007-01-11,2007-02-01,22.0,103.368,2.19171,26378.46,2.0,148000.0
2007-01-12,2007-01-16,5.0,80.9466,6.70613,10964.12,18.0,61281.0
2007-01-12,2007-01-14,3.0,125.54,3.55746,378.372,26.0,3990.0
2007-01-10,2007-01-24,15.0,125.217,7.71183,44621.63,6.0,24508.0
2007-01-01,2007-03-01,60.0,30.3995,-3.13897,293439.41,4.0,23000.0
2007-01-04,2007-01-22,19.0,115.907,4.96798,61718.44,1.0,3532.0
2007-01-03,2007-03-10,67.0,35.1463,-17.4667,243408.04,46.0,165000.0
2007-01-01,2007-01-12,12.0,-44.0032,-22.4155,210595.93,59.0,17000.0
2007-01-01,2007-01-04,4.0,43.8761,15.0975,25391.02,7.0,2000.0
2006-12-29,2007-01-15,18.0,124.771,12.4447,1618.27,12.0,50000.0
2006-12-26,2007-02-02,39.0,-75.9903,-9.18487,134599.05,6.0,46000.0
2006-12-22,2007-01-04,14.0,97.5048,4.47458,16206.35,193.0,400000.0
2006-12-19,2007-01-10,23.0,103.223,1.87378,18297.71,16.0,90000.0
2006-12-17,2006-12-20,4.0,81.6623,6.84455,6833.39,0.0,40000.0
2006-12-04,2006-12-06,3.0,66.5167,28.0363,28938.65,5.0,0.0
2006-11-30,2006-12-08,9.0,106.736,10.3297,45657.96,526.0,82915.0
2006-11-28,2006-12-15,18.0,29.9443,-1.79098,840.315,24.0,2000.0
2006-11-28,2006-12-01,4.0,-73.4818,18.4972,6318.74,7.0,1500.0
2006-11-27,2006-11-29,3.0,34.5082,-15.9567,2766.81,5.0,8000.0
2006-11-24,2006-12-15,22.0,24.3386,0.807445,126509.25,0.0,26000.0
2006-11-21,2006-11-30,10.0,-78.71,8.90473,17734.74,11.0,1290.0
2006-11-19,2006-11-21,3.0,63.8569,33.1462,565.035,18.0,0.0
2006-11-19,2006-11-21,3.0,66.1253,32.7423,21502.28,50.0,0.0
2006-11-16,2006-11-20,5.0,63.544,35.6213,4953.7,66.0,4500.0
2006-11-15,2006-11-18,4.0,27.0595,-7.06781,1071.67,8.0,0.0
2006-11-10,2006-11-12,3.0,70.7909,34.2199,1385.12,9.0,0.0
2006-11-04,2006-11-18,15.0,15.4301,-4.23574,1223.99,7.0,6000.0
2006-11-05,2006-11-10,6.0,-122.149,47.8554,57886.05,2.0,1500.0
2006-11-05,2006-11-07,3.0,44.8108,36.2336,19956.32,20.0,18000.0
2006-10-30,2006-11-01,3.0,121.805,17.262,23984.7,19.0,300000.0
2006-10-27,2006-11-07,12.0,39.6462,37.643,122344.52,46.0,63000.0
2006-10-27,2006-12-25,60.0,44.6043,4.63506,504018.95,132.0,410000.0
2006-10-26,2006-11-04,10.0,79.9324,14.1349,40094.93,47.0,225000.0
2006-10-26,2006-11-20,26.0,80.0313,7.32364,6983.94,52.0,88000.0
2006-10-26,2006-10-28,3.0,-4.18243,57.7042,2299.58,1.0,300.0
2006-10-25,2006-10-28,4.0,-107.535,24.926,54978.54,0.0,20000.0
2006-10-21,2006-10-27,7.0,125.834,7.61046,3683.47,1.0,40000.0
2006-10-20,2006-11-01,13.0,100.514,5.77177,16296.15,1.0,1500.0
2006-10-23,2007-01-04,74.0,39.7224,0.781782,950041.45,150.0,700000.0
2006-10-22,2006-11-08,18.0,-7.8677,41.6506,155288.1,4.0,300.0
2006-10-21,2006-10-24,4.0,-71.333,45.8128,16765.77,0.0,500.0
2006-10-15,2006-10-26,12.0,40.005,-3.23915,12731.58,6.0,2000.0
2006-10-15,2006-11-01,18.0,-95.2917,29.7836,35644.75,4.0,0.0
2006-10-10,2006-11-04,26.0,103.609,16.1377,174277.88,0.0,0.0
2006-10-09,2006-10-14,6.0,-145.994,60.8752,51559.62,0.0,100.0
2006-10-08,2006-10-12,5.0,23.652,40.7638,17966.86,0.0,3000.0
2006-10-06,2006-10-12,7.0,102.644,23.3406,24766.33,16.0,20000.0
2006-09-15,2006-10-19,35.0,95.4478,19.8122,187993.81,25.0,10000.0
2006-09-27,2006-10-06,10.0,107.206,16.6788,69819.97,260.0,250000.0
2006-09-25,2006-09-28,4.0,85.9437,27.2573,26240.05,4.0,0.0
2006-09-12,2006-09-13,2.0,5.34617,8.16231,869.89,20.0,0.0
2006-09-22,2006-09-26,5.0,-87.6162,37.2109,146006.3,13.0,600.0
2006-09-18,2006-10-05,18.0,83.7466,19.73,606979.95,250.0,50000.0
2006-09-17,2006-09-21,5.0,108.108,11.8653,34788.84,4.0,16000.0
2006-09-16,2006-09-18,3.0,-107.039,24.4662,44308.65,4.0,7000.0
2006-09-05,2006-10-17,43.0,15.3253,10.3259,768805.99,52.0,20000.0
2006-08-24,2006-09-20,28.0,89.2727,23.2295,28078.51,0.0,0.0
2006-09-02,2006-09-04,3.0,-111.809,25.3544,25147.77,5.0,10000.0
2006-09-02,2006-09-07,6.0,-77.8707,34.744,4560.17,0.0,140.0
2006-08-31,2006-09-11,12.0,73.8842,32.8864,141449.13,39.0,3000.0
2006-08-30,2006-08-31,2.0,102.682,34.6955,16922.14,15.0,0.0
2006-08-29,2006-09-04,7.0,81.5174,27.5853,32712.75,42.0,50000.0
2006-08-24,2006-10-10,48.0,45.4444,3.10436,37381.73,5.0,0.0
2006-08-26,2006-09-13,19.0,81.306,28.6941,14865.98,60.0,80000.0
2006-08-19,2006-08-24,6.0,-147.016,62.4474,123353.8,0.0,150.0
2006-08-12,2006-08-21,10.0,34.2758,1.38446,4902.34,3.0,1680.0
2006-08-20,2006-12-13,116.0,100.017,18.7645,213081.28,195.0,2000000.0
2006-08-13,2006-09-26,45.0,34.7638,13.2129,1485582.82,40.0,150000.0
2006-08-10,2006-11-01,84.0,104.675,11.0618,143296.13,68.0,33000.0
2006-08-12,2006-09-02,22.0,106.149,17.7642,124537.13,42.0,50000.0
2006-08-03,2006-10-11,70.0,-1.02134,14.4218,2109010.65,4.0,70000.0
2006-08-13,2006-09-11,30.0,36.2146,5.23956,15925.76,364.0,20000.0
2006-08-09,2006-08-12,4.0,118.558,26.2746,191443.8,441.0,1600000.0
2006-08-04,2006-08-09,6.0,45.445,2.66511,3845.15,0.0,400.0
2006-08-05,2006-08-08,4.0,42.1857,9.67362,4225.43,256.0,10000.0
2006-08-02,2006-08-04,3.0,26.2945,-33.5378,21839.56,6.0,3000.0
2006-08-02,2006-08-06,5.0,110.113,21.1117,162839.52,87.0,840000.0
2006-08-01,2006-09-10,41.0,81.5288,18.1046,302774.27,185.0,2000000.0
2006-07-27,2006-08-07,12.0,-106.391,31.7556,3609.62,1.0,5000.0
2006-08-01,2006-08-01,1.0,67.1218,25.0278,2748.04,12.0,0.0
2006-07-30,2006-08-02,4.0,120.74,15.862,2751.41,8.0,476027.0
2006-07-30,2006-08-09,11.0,69.7467,34.0789,63167.25,35.0,0.0
2006-07-28,2006-09-12,47.0,73.8242,20.1943,681019.56,457.0,140000.0
2006-07-27,2006-07-30,4.0,-81.0925,41.5191,4721.61,1.0,600.0
2006-07-26,2006-07-27,2.0,7.39142,46.0415,363.573,0.0,3000.0
2006-07-24,2006-07-28,5.0,117.284,26.394,350925.23,36.0,1500000.0
2006-07-24,2006-08-22,30.0,73.1998,34.6098,182706.86,248.0,0.0
2006-07-22,2006-07-26,5.0,130.989,31.539,6128.86,4.0,4300.0
2006-07-22,2006-07-24,3.0,-15.0048,17.7499,218.833,7.0,1200.0
2006-07-18,2006-07-20,3.0,7.17056,9.08112,1851.09,4.0,40.0
2006-07-20,2006-07-21,2.0,102.175,24.6625,1666.24,18.0,0.0
2006-07-19,2006-07-20,2.0,136.218,35.3403,47887.9,24.0,6200.0
2006-07-15,2006-07-17,3.0,6.3487,6.9447,724.352,0.0,2000.0
2006-07-14,2006-07-17,4.0,106.588,39.0355,1726.33,1.0,1200.0
2006-07-12,2006-07-14,3.0,106.525,50.7912,22757.9,0.0,6000.0
2006-07-12,2006-07-20,9.0,127.17,37.5631,55624.82,575.0,65000.0
2006-07-11,2006-07-19,9.0,112.108,24.0035,612225.68,629.0,2450000.0
2006-07-11,2006-07-17,7.0,-72.642,-37.2588,5035.05,15.0,30000.0
2006-07-11,2006-07-13,3.0,128.901,47.7334,1391.75,0.0,4000.0
2006-07-03,2006-07-12,10.0,95.0481,18.2265,154656.47,1.0,0.0
2006-07-11,2006-07-12,2.0,74.1578,35.2679,456.857,4.0,0.0
2006-07-09,2006-07-13,5.0,69.9486,33.0562,6984.07,23.0,50.0
2006-07-09,2006-07-11,3.0,105.326,22.7127,634.81,4.0,100.0
2006-07-07,2006-07-11,5.0,109.4,22.3477,20117.68,8.0,130000.0
2006-07-06,2006-07-07,2.0,103.53,11.432,11616.12,0.0,5000.0
2006-07-06,2006-07-17,12.0,99.1252,39.4326,16831.95,24.0,50.0
2006-07-04,2006-07-07,4.0,71.3097,22.4114,170055.89,24.0,8400.0
2006-07-03,2006-07-06,4.0,72.8816,19.1028,393.774,9.0,0.0
2006-07-03,2006-07-08,6.0,83.6477,19.1719,31360.94,33.0,0.0
2006-07-03,2006-07-04,2.0,72.6179,35.3523,1429.8,22.0,0.0
2006-07-03,2006-07-04,2.0,69.1265,35.9525,1570.85,7.0,0.0
2006-07-02,2006-07-05,4.0,83.7675,43.3175,138195.36,20.0,16.0
2006-07-02,2006-07-03,2.0,34.6157,45.0873,599.603,2.0,0.0
2006-07-01,2006-07-03,3.0,41.097,39.738,69641.37,9.0,0.0
2006-06-30,2006-07-01,2.0,120.959,40.7049,32.9631,8.0,0.0
2006-06-30,2006-07-03,4.0,25.949,47.8042,1119.13,21.0,600.0
2006-06-28,2006-07-06,9.0,117.034,34.0401,43706.28,30.0,44400.0
2006-06-28,2006-07-08,11.0,105.73,28.4708,109599.76,50.0,10000.0
2006-06-25,2006-07-01,7.0,-88.0668,14.8995,9984.92,4.0,1500.0
2006-06-25,2006-06-26,2.0,108.449,26.0133,11362.69,4.0,5000.0
2006-06-25,2006-06-26,2.0,111.06,27.0606,34991.37,25.0,123000.0
2006-06-25,2006-06-29,5.0,115.49,-3.28577,23710.14,26.0,3000.0
2006-06-25,2006-07-01,7.0,-75.7832,40.4133,122594.39,11.0,65000.0
2006-06-24,2006-08-03,41.0,83.6713,25.6151,506577.31,160.0,0.0
2006-06-23,2006-06-27,5.0,123.009,0.54501,890.878,0.0,5000.0
2006-06-22,2006-06-25,4.0,-86.911,41.4127,6787.66,2.0,0.0
2006-06-20,2006-06-26,7.0,24.1537,47.4559,5536.22,12.0,626.0
2006-06-19,2006-06-23,5.0,120.107,-5.16666,3091.85,291.0,7580.0
2006-06-17,2006-06-19,3.0,116.866,24.7288,7858.76,2.0,5000.0
2006-06-13,2006-06-16,4.0,112.754,26.1963,58065.33,2.0,50000.0
2006-06-12,2006-06-16,5.0,106.512,25.506,11678.75,52.0,5900.0
2006-06-10,2006-06-13,4.0,120.786,24.0687,14311.41,1.0,300.0
2006-06-08,2006-06-15,8.0,111.38,23.4205,4210.06,21.0,195500.0
2006-06-04,2006-06-06,3.0,20.9315,49.5049,27577.82,0.0,600.0
2006-06-04,2006-06-12,9.0,114.578,58.3325,274771.44,0.0,1300.0
2006-05-22,2006-05-29,8.0,-159.327,63.2944,86843.55,0.0,0.0
2006-04-07,2006-06-03,58.0,-117.219,40.8331,85035.01,0.0,0.0
2006-05-26,2006-06-02,8.0,-134.805,67.9345,3213.02,0.0,300.0
2006-05-31,2006-07-24,55.0,94.0245,26.5993,185348.84,21.0,600000.0
2006-05-25,2006-06-02,9.0,76.0498,10.5443,42686.92,32.0,10800.0
2006-05-30,2006-06-09,11.0,118.574,26.7522,76601.15,57.0,356000.0
2006-05-31,2006-06-04,5.0,75.2343,18.7332,394010.74,41.0,0.0
2006-05-31,2006-05-31,1.0,100.914,15.1272,5871.7,0.0,0.0
2006-05-28,2006-06-02,6.0,-94.7275,30.1671,39986.1,0.0,0.0
2006-05-24,2006-05-31,8.0,112.9,30.9231,107431.15,3.0,350000.0
2006-05-26,2006-05-28,3.0,-4.04668,32.1463,33213.17,6.0,1100.0
2006-05-25,2006-05-28,4.0,-88.5858,36.9628,17035.91,6.0,0.0
2006-05-23,2006-05-27,5.0,-82.321,23.0443,1943.12,7.0,0.0
2006-05-17,2006-05-28,12.0,29.673,-3.86267,2695.04,1.0,5000.0
2006-05-20,2006-05-28,9.0,-118.997,50.1296,69157.08,1.0,400.0
2006-05-22,2006-06-11,21.0,100.149,18.181,78277.05,79.0,2000.0
2006-05-19,2006-05-23,5.0,65.5588,34.5163,21480.76,9.0,800.0
2006-05-18,2006-05-22,5.0,118.77,25.9707,141404.27,23.0,1030000.0
2006-05-11,2006-05-22,12.0,-70.7895,43.1639,42910.99,1.0,2500.0
2006-05-09,2006-05-17,9.0,37.2205,-3.3275,12433.37,0.0,19000.0
2006-05-11,2006-05-14,4.0,124.86,11.2409,24930.1,41.0,42000.0
2006-04-21,2006-05-15,25.0,106.58,26.9221,175249.12,22.0,36900.0
2006-05-08,2006-05-13,6.0,47.8814,38.6872,18313.13,14.0,2800.0
2006-04-29,2006-05-05,7.0,94.9457,18.3679,77888.81,21.0,800.0
2006-05-07,2006-05-29,23.0,-56.4844,3.41728,62043.81,3.0,22000.0
2006-05-06,2006-05-07,2.0,83.5293,28.2515,1833.14,7.0,0.0
2006-05-03,2006-05-08,6.0,3.07187,36.0879,55687.42,6.0,0.0
2006-04-29,2006-05-01,3.0,66.833,35.6716,58309.39,9.0,400.0
2006-04-27,2006-04-30,4.0,143.697,-6.15624,4698.61,1.0,300.0
2006-04-26,2006-04-28,3.0,170.375,-45.6905,4629.99,0.0,1200.0
2006-04-22,2006-05-31,40.0,-82.0874,52.5336,7029.42,0.0,2000.0
2006-04-21,2006-05-31,41.0,87.1438,50.7752,144912.1,0.0,420.0
2006-04-20,2006-04-21,2.0,102.15,5.27337,2585.88,0.0,500.0
2006-04-18,2006-04-24,7.0,-56.0469,49.7197,726.151,0.0,200.0
2006-04-19,2006-04-23,5.0,111.863,-7.83819,19039.1,23.0,240.0
2006-04-09,2006-04-25,17.0,41.6293,10.9861,83386.69,0.0,10000.0
2006-04-12,2006-04-18,7.0,143.217,-4.26192,41563.97,0.0,400.0
2006-04-12,2006-04-24,13.0,-103.358,53.536,63265.46,0.0,1000.0
2006-04-15,2006-04-18,4.0,82.8115,17.4335,190869.85,20.0,0.0
2006-04-15,2006-04-24,10.0,42.8313,42.2677,29216.79,0.0,600.0
2006-03-25,2006-04-23,30.0,-52.288,-2.80933,1164021.58,8.0,116000.0
2006-04-11,2006-05-09,29.0,-96.9531,49.8493,9215.51,0.0,40.0
2006-04-11,2006-04-15,5.0,-70.6918,19.4638,15650.91,1.0,0.0
2006-04-07,2006-05-24,48.0,23.8669,44.4976,144631.5,0.0,17000.0
2006-04-08,2006-04-27,20.0,16.1707,-4.36386,45525.91,6.0,0.0
2006-04-04,2006-05-22,49.0,37.5348,2.25351,538045.66,60.0,17300.0
2006-04-05,2006-04-10,6.0,132.387,-14.1837,39365.97,0.0,1100.0
2006-04-05,2006-04-07,3.0,35.2306,32.4776,2497.52,0.0,0.0
2006-04-04,2006-04-17,14.0,-120.675,37.6911,44107.11,1.0,600.0
2006-04-03,2006-04-06,4.0,43.8761,15.0975,91481.44,25.0,0.0
2006-04-04,2006-05-11,38.0,20.7493,45.2621,40531.48,0.0,1500.0
2006-03-31,2006-04-03,4.0,-157.847,21.3538,529.715,0.0,0.0
2006-04-02,2006-04-03,2.0,35.0714,32.2355,11509.73,5.0,0.0
2006-03-30,2006-04-25,27.0,-96.8936,47.0035,15349.57,1.0,0.0
2006-03-30,2006-04-05,7.0,115.125,-25.677,191822.7,0.0,500.0
